Date,Time,GHI,DNI,DIF,flagR,SE,SA,TEMP,AP,RH,WS,WD
19.09.2015,10:30,35,67,28,2,2.98,89.87,21.9,896.5,23.1,2.3,178
19.09.2015,11:30,0,0,0,0,-8.58,99.77,19.9,896.5,24.5,2.9,172
19.09.2015,12:30,0,0,0,0,-19.66,110.38,18.7,896.5,24.7,3.4,169
19.09.2015,13:30,0,0,0,0,-29.80,122.59,18.0,896.7,27.5,3.4,161
19.09.2015,14:30,0,0,0,0,-38.49,137.42,17.3,897.0,30.7,3.4,157
19.09.2015,15:30,0,0,0,0,-44.74,155.70,16.8,897.3,34.9,3.5,154
19.09.2015,16:30,0,0,0,0,-47.42,176.95,16.2,897.5,40.3,3.4,154
19.09.2015,17:30,0,0,0,0,-45.88,-161.36,15.7,897.0,46.5,3.3,154
19.09.2015,18:30,0,0,0,0,-40.51,-142.13,15.3,896.3,53.1,3.0,153
19.09.2015,19:30,0,0,0,0,-32.39,-126.39,14.9,895.8,58.6,2.8,152
19.09.2015,20:30,0,0,0,0,-22.57,-113.56,14.5,895.6,63.6,2.5,151
19.09.2015,21:30,0,0,0,0,-11.71,-102.61,14.1,895.6,67.8,2.4,150
19.09.2015,22:30,11,11,9,2,0.17,-92.59,13.9,895.6,70.6,2.5,144
19.09.2015,23:30,131,233,82,1,10.90,-82.67,13.9,895.9,68.7,3.0,143
20.09.2015,00:30,294,343,165,1,21.74,-71.75,14.9,896.4,62.1,3.5,140
20.09.2015,01:30,467,442,231,1,32.04,-59.47,17.3,896.4,57.3,3.1,140
20.09.2015,02:30,613,529,266,1,40.96,-44.39,19.8,895.9,51.4,2.9,149
20.09.2015,03:30,712,578,285,1,47.46,-25.46,22.0,895.3,45.2,2.4,149
20.09.2015,04:30,751,597,292,1,50.26,-3.08,24.1,894.8,38.2,1.7,142
20.09.2015,05:30,728,585,289,1,48.61,19.80,25.6,894.0,32.2,2.0,208
20.09.2015,06:30,643,539,275,1,42.97,39.78,26.4,893.4,28.8,1.2,311
20.09.2015,07:30,499,435,250,1,34.57,55.80,26.9,892.8,27.3,2.2,174
20.09.2015,08:30,295,211,201,1,24.55,68.69,26.8,891.7,27.2,2.8,171
20.09.2015,09:30,111,41,101,1,13.67,79.63,25.8,891.3,29.6,3.0,170
20.09.2015,10:30,27,26,24,2,2.69,89.63,23.7,891.4,35.0,2.9,161
20.09.2015,11:30,0,0,0,0,-8.92,99.54,22.1,891.4,39.3,3.0,149
20.09.2015,12:30,0,0,0,0,-20.00,110.16,21.6,891.8,42.4,3.7,142
20.09.2015,13:30,0,0,0,0,-30.16,122.39,20.8,892.5,45.5,2.9,127
20.09.2015,14:30,0,0,0,0,-38.87,137.27,20.1,892.9,48.2,3.8,132
20.09.2015,15:30,0,0,0,0,-45.13,155.66,19.4,893.5,50.9,2.5,88
20.09.2015,16:30,0,0,0,0,-47.81,177.06,18.9,893.5,53.7,4.0,130
20.09.2015,17:30,0,0,0,0,-46.23,-161.10,18.2,893.5,56.3,2.7,67
20.09.2015,18:30,0,0,0,0,-40.81,-141.78,17.6,893.2,58.5,3.6,136
20.09.2015,19:30,0,0,0,0,-32.64,-126.02,17.1,892.5,60.5,2.2,76
20.09.2015,20:30,0,0,0,0,-22.79,-113.20,16.6,892.6,62.2,4.0,164
20.09.2015,21:30,0,0,0,0,-11.91,-102.25,16.1,892.6,64.0,3.7,165
20.09.2015,22:30,8,2,8,2,-0.06,-92.23,15.7,892.6,65.8,3.4,157
20.09.2015,23:30,100,74,84,1,10.72,-82.31,15.9,892.6,63.9,3.5,152
21.09.2015,00:30,234,150,176,1,21.54,-71.38,17.6,892.6,58.1,4.0,153
21.09.2015,01:30,397,292,241,1,31.81,-59.09,19.9,892.7,52.8,4.7,164
21.09.2015,02:30,535,352,306,1,40.68,-44.02,21.9,892.1,47.2,5.2,173
21.09.2015,03:30,629,387,345,1,47.12,-25.15,23.7,891.2,41.8,5.6,180
21.09.2015,04:30,662,398,358,1,49.87,-2.92,25.2,890.7,36.8,4.8,218
21.09.2015,05:30,577,254,387,1,48.21,19.79,26.4,889.9,33.5,2.8,285
21.09.2015,06:30,377,84,319,1,42.59,39.64,27.1,889.3,32.2,6.3,196
21.09.2015,07:30,305,84,257,1,34.21,55.60,27.3,888.9,32.2,6.1,198
21.09.2015,08:30,217,65,190,1,24.21,68.46,26.8,887.9,32.7,6.3,198
21.09.2015,09:30,112,65,97,1,13.34,79.39,25.9,887.3,34.8,6.1,194
21.09.2015,10:30,12,4,12,2,2.41,89.40,24.3,887.7,39.7,4.7,203
21.09.2015,11:30,0,0,0,0,-9.26,99.31,22.4,889.0,47.6,3.6,254
21.09.2015,12:30,0,0,0,0,-20.34,109.93,20.4,890.5,56.5,4.8,329
21.09.2015,13:30,0,0,0,0,-30.52,122.18,18.2,891.6,64.4,7.4,338
21.09.2015,14:30,0,0,0,0,-39.24,137.12,16.6,892.9,69.2,7.2,339
21.09.2015,15:30,0,0,0,0,-45.53,155.61,15.8,894.4,70.4,6.7,328
21.09.2015,16:30,0,0,0,0,-48.20,177.18,15.1,895.3,70.3,6.5,323
21.09.2015,17:30,0,0,0,0,-46.58,-160.83,14.4,895.6,70.8,5.3,313
21.09.2015,18:30,0,0,0,0,-41.11,-141.43,13.9,895.6,71.4,3.8,275
21.09.2015,19:30,0,0,0,0,-32.89,-125.65,13.6,895.6,71.8,3.7,246
21.09.2015,20:30,0,0,0,0,-23.00,-112.83,13.6,895.6,70.3,3.2,260
21.09.2015,21:30,0,0,0,0,-12.11,-101.89,13.6,895.7,67.3,3.7,236
21.09.2015,22:30,3,3,3,0,-0.29,-91.88,13.6,896.0,63.9,2.9,253
21.09.2015,23:30,85,72,69,1,10.53,-81.95,13.7,896.1,59.0,3.3,255
22.09.2015,00:30,216,137,165,1,21.33,-71.01,14.4,895.9,50.2,4.6,257
22.09.2015,01:30,369,237,242,1,31.57,-58.71,15.8,896.1,41.6,5.3,271
22.09.2015,02:30,504,327,292,1,40.40,-43.65,17.1,896.1,35.1,5.6,271
22.09.2015,03:30,598,356,339,1,46.78,-24.85,18.3,895.9,30.5,5.9,263
22.09.2015,04:30,636,369,356,1,49.49,-2.75,19.4,895.4,27.2,5.4,278
22.09.2015,05:30,613,361,345,1,47.81,19.77,20.3,895.1,24.9,5.0,275
22.09.2015,06:30,532,337,305,1,42.20,39.50,21.0,894.9,23.9,4.8,269
22.09.2015,07:30,404,248,263,1,33.85,55.39,21.2,894.1,23.9,4.2,268
22.09.2015,08:30,252,147,191,1,23.87,68.23,21.2,893.4,24.0,3.9,263
22.09.2015,09:30,103,72,84,1,13.02,79.16,20.6,893.5,25.9,3.3,255
22.09.2015,10:30,11,3,11,2,2.15,89.17,18.9,893.5,30.5,2.1,237
22.09.2015,11:30,0,0,0,0,-9.59,99.08,17.1,893.5,34.6,1.8,214
22.09.2015,12:30,0,0,0,0,-20.67,109.71,16.2,893.9,36.2,1.5,191
22.09.2015,13:30,0,0,0,0,-30.87,121.97,15.9,894.6,37.0,2.4,187
22.09.2015,14:30,0,0,0,0,-39.62,136.97,15.3,894.4,39.5,3.0,191
22.09.2015,15:30,0,0,0,0,-45.92,155.56,14.7,894.1,42.3,2.9,200
22.09.2015,16:30,0,0,0,0,-48.59,177.29,14.1,893.9,44.5,2.6,208
22.09.2015,17:30,0,0,0,0,-46.94,-160.56,13.6,893.8,46.4,2.4,216
22.09.2015,18:30,0,0,0,0,-41.40,-141.08,13.1,893.7,48.0,2.3,222
22.09.2015,19:30,0,0,0,0,-33.14,-125.28,12.6,893.5,49.8,2.0,212
22.09.2015,20:30,0,0,0,0,-23.21,-112.46,12.1,893.2,51.3,1.9,204
22.09.2015,21:30,0,0,0,0,-12.31,-101.53,11.7,893.2,52.3,1.8,207
22.09.2015,22:30,1,0,1,0,-0.52,-91.52,11.5,893.4,52.9,1.6,213
22.09.2015,23:30,29,0,29,1,10.35,-81.59,11.9,893.7,49.8,1.4,210
23.09.2015,00:30,85,0,85,1,21.13,-70.64,13.2,894.1,43.9,1.5,192
23.09.2015,01:30,172,7,168,1,31.33,-58.33,14.8,894.6,40.3,1.6,197
23.09.2015,02:30,349,85,293,1,40.12,-43.28,16.9,894.4,34.8,1.5,196
23.09.2015,03:30,440,130,347,1,46.45,-24.54,18.9,893.9,29.8,1.7,208
23.09.2015,04:30,400,49,363,1,49.11,-2.59,20.7,893.6,25.8,2.6,237
23.09.2015,05:30,340,35,314,1,47.41,19.76,21.9,893.2,22.5,4.1,248
23.09.2015,06:30,304,31,283,1,41.82,39.35,22.4,892.7,20.9,5.3,264
23.09.2015,07:30,179,9,173,1,33.49,55.19,22.5,892.3,20.6,5.4,268
23.09.2015,08:30,106,1,106,1,23.53,68.01,22.4,892.2,21.3,4.8,272
23.09.2015,09:30,51,34,45,1,12.69,78.93,21.5,892.4,24.4,3.9,275
23.09.2015,10:30,8,5,7,2,1.89,88.93,19.6,892.6,29.1,2.8,277
23.09.2015,11:30,0,0,0,0,-9.92,98.84,18.3,893.2,32.3,2.8,288
23.09.2015,12:30,0,0,0,0,-21.01,109.48,17.8,893.7,34.1,2.7,306
23.09.2015,13:30,0,0,0,0,-31.23,121.76,17.3,894.0,35.6,2.8,308
23.09.2015,14:30,0,0,0,0,-40.00,136.81,16.6,894.3,37.3,2.5,290
23.09.2015,15:30,0,0,0,0,-46.32,155.52,16.1,894.8,38.9,2.3,240
23.09.2015,16:30,0,0,0,0,-48.98,177.41,15.8,895.0,40.2,2.1,279
23.09.2015,17:30,0,0,0,0,-47.29,-160.29,15.5,895.1,41.7,2.2,257
23.09.2015,18:30,0,0,0,0,-41.70,-140.73,15.1,895.2,43.3,2.3,250
23.09.2015,19:30,0,0,0,0,-33.39,-124.91,14.3,895.1,46.6,2.2,258
23.09.2015,20:30,0,0,0,0,-23.43,-112.09,13.2,895.3,50.2,2.5,274
23.09.2015,21:30,0,0,0,0,-12.51,-101.17,12.6,895.7,52.5,2.7,282
23.09.2015,22:30,2,0,2,0,-0.75,-91.17,12.0,895.8,54.5,2.4,284
23.09.2015,23:30,64,41,55,1,10.16,-81.23,11.9,896.1,53.7,1.9,285
24.09.2015,00:30,239,202,163,1,20.92,-70.28,12.7,896.0,50.0,1.1,273
24.09.2015,01:30,403,319,237,1,31.09,-57.96,14.2,895.9,46.6,1.1,254
24.09.2015,02:30,544,384,298,1,39.83,-42.92,15.4,896.1,42.1,1.6,257
24.09.2015,03:30,613,364,352,1,46.11,-24.24,16.4,896.0,36.8,2.1,280
24.09.2015,04:30,584,273,379,1,48.73,-2.44,17.5,895.7,31.3,2.6,310
24.09.2015,05:30,626,363,360,1,47.02,19.74,18.1,895.7,28.3,3.3,323
24.09.2015,06:30,366,90,304,1,41.43,39.21,18.6,895.4,27.8,3.6,308
24.09.2015,07:30,184,6,181,1,33.13,54.99,18.3,895.5,30.9,3.4,269
24.09.2015,08:30,52,0,52,1,23.19,67.78,16.5,896.5,37.5,6.2,300
24.09.2015,09:30,28,0,28,1,12.37,78.69,15.4,896.9,39.8,5.5,277
24.09.2015,10:30,3,0,3,2,1.64,88.69,14.9,896.6,37.3,5.0,273
24.09.2015,11:30,0,0,0,0,-10.24,98.61,13.4,896.7,37.8,4.5,271
24.09.2015,12:30,0,0,0,0,-21.35,109.25,12.5,896.8,36.5,4.4,266
24.09.2015,13:30,0,0,0,0,-31.58,121.55,11.8,897.2,36.2,4.2,268
24.09.2015,14:30,0,0,0,0,-40.38,136.65,11.2,897.8,36.5,4.2,271
24.09.2015,15:30,0,0,0,0,-46.72,155.47,10.5,897.8,37.4,4.1,272
24.09.2015,16:30,0,0,0,0,-49.37,177.53,9.7,897.8,38.4,3.6,263
24.09.2015,17:30,0,0,0,0,-47.64,-160.01,8.9,897.8,39.9,3.2,250
24.09.2015,18:30,0,0,0,0,-42.00,-140.37,8.2,897.9,41.7,2.3,249
24.09.2015,19:30,0,0,0,0,-33.63,-124.53,7.7,898.0,43.0,2.2,258
24.09.2015,20:30,0,0,0,0,-23.64,-111.72,7.2,898.5,44.3,2.1,280
24.09.2015,21:30,0,0,0,0,-12.71,-100.81,6.7,898.8,45.6,2.0,242
24.09.2015,22:30,3,3,3,0,-0.98,-90.81,6.3,898.8,46.6,1.9,232
24.09.2015,23:30,89,98,68,1,9.97,-80.87,6.9,898.8,45.3,1.8,247
25.09.2015,00:30,305,442,144,1,20.71,-69.91,8.6,898.8,41.7,1.9,287
25.09.2015,01:30,491,582,192,1,30.85,-57.59,10.4,898.5,37.3,1.6,220
25.09.2015,02:30,643,665,219,1,39.55,-42.56,12.6,898.1,30.9,0.9,249
25.09.2015,03:30,746,714,234,1,45.77,-23.95,15.0,897.9,23.9,1.7,236
25.09.2015,04:30,786,731,240,1,48.34,-2.29,16.8,897.6,18.2,1.7,260
25.09.2015,05:30,759,720,236,1,46.62,19.73,18.0,897.2,15.6,1.8,263
25.09.2015,06:30,670,681,222,1,41.05,39.07,18.9,896.2,14.5,1.8,246
25.09.2015,07:30,527,607,198,1,32.77,54.78,19.3,895.6,14.0,1.3,247
25.09.2015,08:30,348,490,155,1,22.85,67.55,19.3,895.4,14.1,1.3,221
25.09.2015,09:30,158,300,89,1,12.04,78.46,18.3,895.1,16.5,2.1,152
25.09.2015,10:30,19,44,15,2,1.38,88.46,16.1,895.3,20.5,3.4,43
25.09.2015,11:30,0,0,0,0,-10.56,98.37,14.3,895.6,21.6,1.9,170
25.09.2015,12:30,0,0,0,0,-21.68,109.02,13.5,896.0,21.8,2.3,170
25.09.2015,13:30,0,0,0,0,-31.94,121.34,13.1,896.7,23.3,2.7,178
25.09.2015,14:30,0,0,0,0,-40.76,136.48,12.5,896.7,25.7,3.0,227
25.09.2015,15:30,0,0,0,0,-47.11,155.41,11.7,896.7,29.4,3.0,309
25.09.2015,16:30,0,0,0,0,-49.76,177.65,10.8,896.7,32.9,1.6,190
25.09.2015,17:30,0,0,0,0,-47.99,-159.74,10.2,896.7,35.6,1.3,183
25.09.2015,18:30,0,0,0,0,-42.29,-140.01,9.7,896.7,37.9,1.4,183
25.09.2015,19:30,0,0,0,0,-33.88,-124.16,9.4,896.8,39.9,1.7,174
25.09.2015,20:30,0,0,0,0,-23.85,-111.36,9.2,896.8,42.0,1.9,173
25.09.2015,21:30,0,0,0,0,-12.91,-100.45,8.8,896.8,45.1,2.0,173
25.09.2015,22:30,7,11,5,2,-1.20,-90.46,8.5,896.8,48.8,1.9,174
25.09.2015,23:30,120,239,73,1,9.78,-80.52,8.7,897.2,47.9,1.7,169
26.09.2015,00:30,301,454,139,1,20.50,-69.55,10.1,897.8,42.6,1.7,153
26.09.2015,01:30,479,574,185,1,30.61,-57.22,12.4,897.7,40.1,1.4,169
26.09.2015,02:30,627,654,213,1,39.26,-42.20,14.9,897.7,35.4,1.0,210
26.09.2015,03:30,660,512,298,1,45.42,-23.66,17.2,897.7,29.2,0.8,279
26.09.2015,04:30,503,204,352,1,47.96,-2.14,19.1,897.4,22.6,1.1,315
26.09.2015,05:30,513,248,331,1,46.22,19.71,20.4,896.9,18.4,1.6,318
26.09.2015,06:30,523,351,301,1,40.67,38.93,20.9,896.7,17.4,1.6,270
26.09.2015,07:30,510,579,199,1,32.41,54.58,20.0,897.0,19.9,2.3,261
26.09.2015,08:30,323,393,165,1,22.51,67.33,18.4,897.1,24.6,1.3,247
26.09.2015,09:30,91,52,79,1,11.72,78.22,17.5,897.3,28.5,1.0,32
26.09.2015,10:30,8,3,8,2,1.11,88.22,16.7,897.6,30.7,1.6,80
26.09.2015,11:30,0,0,0,0,-10.88,98.13,16.1,897.6,32.7,2.7,118
26.09.2015,12:30,0,0,0,0,-22.02,108.78,15.7,897.7,35.5,3.1,80
26.09.2015,13:30,0,0,0,0,-32.29,121.12,14.8,897.9,39.0,2.7,87
26.09.2015,14:30,0,0,0,0,-41.14,136.31,13.8,898.4,42.8,2.5,96
26.09.2015,15:30,0,0,0,0,-47.51,155.36,13.2,898.7,45.8,2.5,90
26.09.2015,16:30,0,0,0,0,-50.15,177.77,12.6,898.5,48.8,2.7,81
26.09.2015,17:30,0,0,0,0,-48.34,-159.46,12.1,898.3,51.6,2.9,63
26.09.2015,18:30,0,0,0,0,-42.59,-139.65,11.8,898.1,52.9,2.5,97
26.09.2015,19:30,0,0,0,0,-34.13,-123.78,11.5,897.7,53.7,2.7,104
26.09.2015,20:30,0,0,0,0,-24.06,-110.99,11.2,897.8,54.2,2.7,107
26.09.2015,21:30,0,0,0,0,-13.11,-100.09,10.8,898.0,55.2,2.7,103
26.09.2015,22:30,6,10,5,2,-1.41,-90.11,10.5,898.5,55.7,2.7,96
26.09.2015,23:30,113,213,72,1,9.59,-80.16,11.1,899.0,53.1,2.9,92
27.09.2015,00:30,255,271,161,1,20.29,-69.19,13.1,899.2,46.6,3.2,90
27.09.2015,01:30,452,460,216,1,30.37,-56.85,15.3,899.1,40.9,3.0,94
27.09.2015,02:30,601,567,244,1,38.97,-41.85,17.7,899.1,35.8,2.6,90
27.09.2015,03:30,665,528,292,1,45.08,-23.38,19.3,899.1,32.3,1.7,63
27.09.2015,04:30,663,448,333,1,47.57,-1.99,20.1,899.1,29.7,2.0,37
27.09.2015,05:30,528,237,357,1,45.83,19.69,20.5,898.9,27.9,2.5,22
27.09.2015,06:30,536,338,319,1,40.28,38.79,20.2,898.6,27.9,3.0,15
27.09.2015,07:30,360,175,263,1,32.05,54.38,19.5,898.7,29.8,2.7,100
27.09.2015,08:30,192,83,157,1,22.17,67.10,18.5,898.6,33.4,2.2,351
27.09.2015,09:30,23,0,23,1,11.40,77.99,17.4,898.9,38.8,1.8,322
27.09.2015,10:30,4,0,4,2,0.81,87.98,16.2,900.0,45.5,2.1,312
27.09.2015,11:30,0,0,0,0,-11.21,97.90,15.5,900.6,52.5,2.2,308
27.09.2015,12:30,0,0,0,0,-22.35,108.55,15.5,900.9,58.5,2.0,305
27.09.2015,13:30,0,0,0,0,-32.65,120.90,15.1,901.2,61.0,1.2,279
27.09.2015,14:30,0,0,0,0,-41.51,136.14,14.9,900.9,62.3,1.0,318
27.09.2015,15:30,0,0,0,0,-47.90,155.30,14.6,900.9,63.8,0.3,257
27.09.2015,16:30,0,0,0,0,-50.53,177.89,14.2,901.4,65.9,0.6,10
27.09.2015,17:30,0,0,0,0,-48.69,-159.17,13.7,902.2,68.2,0.6,87
27.09.2015,18:30,0,0,0,0,-42.88,-139.29,13.3,903.2,69.8,0.4,230
27.09.2015,19:30,0,0,0,0,-34.37,-123.40,13.1,903.0,71.1,0.8,89
27.09.2015,20:30,0,0,0,0,-24.28,-110.61,12.9,902.6,72.3,2.1,149
27.09.2015,21:30,0,0,0,0,-13.31,-99.74,12.7,902.3,72.1,1.7,126
27.09.2015,22:30,1,0,1,2,-1.62,-89.75,12.6,902.5,71.3,1.7,88
27.09.2015,23:30,45,4,43,1,9.40,-79.81,12.1,903.2,68.8,1.9,50
28.09.2015,00:30,234,198,158,1,20.07,-68.83,11.9,904.1,64.6,1.4,66
28.09.2015,01:30,438,422,225,1,30.12,-56.49,13.5,904.3,60.2,1.9,80
28.09.2015,02:30,580,517,256,1,38.67,-41.51,15.6,904.0,52.3,2.4,82
28.09.2015,03:30,676,567,276,1,44.74,-23.10,17.7,903.3,44.1,3.1,91
28.09.2015,04:30,712,584,283,1,47.19,-1.85,19.3,902.5,37.9,3.6,100
28.09.2015,05:30,686,570,279,1,45.43,19.67,20.2,902.3,34.6,3.6,103
28.09.2015,06:30,590,499,269,1,39.90,38.65,20.7,902.2,33.3,3.3,98
28.09.2015,07:30,420,314,251,1,31.69,54.18,20.9,901.2,33.3,4.0,94
28.09.2015,08:30,208,89,171,1,21.83,66.87,20.7,900.6,34.4,4.4,111
28.09.2015,09:30,73,28,66,1,11.07,77.75,19.8,900.6,38.3,4.4,116
28.09.2015,10:30,2,0,2,2,0.46,87.74,18.3,901.1,44.7,4.1,116
28.09.2015,11:30,0,0,0,0,-11.54,97.66,17.3,902.0,49.9,4.8,112
28.09.2015,12:30,0,0,0,0,-22.68,108.31,16.6,902.6,54.6,5.9,104
28.09.2015,13:30,0,0,0,0,-33.00,120.68,15.9,902.5,59.4,6.3,118
28.09.2015,14:30,0,0,0,0,-41.89,135.97,15.3,902.1,63.7,5.7,116
28.09.2015,15:30,0,0,0,0,-48.30,155.24,14.9,901.8,66.6,5.6,113
28.09.2015,16:30,0,0,0,0,-50.92,178.01,14.8,901.7,69.2,5.8,114
28.09.2015,17:30,0,0,0,0,-49.04,-158.89,14.4,902.1,73.3,5.9,114
28.09.2015,18:30,0,0,0,0,-43.18,-138.92,14.1,902.4,77.1,5.7,106
28.09.2015,19:30,0,0,0,0,-34.62,-123.02,14.0,901.5,79.5,5.4,93
28.09.2015,20:30,0,0,0,0,-24.49,-110.24,14.1,901.0,80.5,5.2,111
28.09.2015,21:30,0,0,0,0,-13.51,-99.38,14.3,901.0,80.4,5.2,133
28.09.2015,22:30,1,0,1,2,-1.83,-89.40,14.3,901.1,79.5,5.3,140
28.09.2015,23:30,30,0,30,1,9.21,-79.46,14.1,901.8,77.8,5.6,144
29.09.2015,00:30,52,0,52,1,19.86,-68.47,13.8,902.7,75.8,6.4,143
29.09.2015,01:30,69,0,69,1,29.87,-56.13,13.8,902.7,75.0,6.3,142
29.09.2015,02:30,112,0,112,1,38.38,-41.17,13.9,902.6,75.4,5.9,143
29.09.2015,03:30,109,0,109,1,44.39,-22.83,13.9,902.1,75.8,5.3,145
29.09.2015,04:30,112,0,112,1,46.80,-1.71,14.0,901.8,75.6,4.9,150
29.09.2015,05:30,106,0,106,4,45.03,19.65,14.0,901.7,75.1,3.9,122
29.09.2015,06:30,92,0,92,1,39.52,38.51,14.0,901.7,74.1,2.8,63
29.09.2015,07:30,71,0,71,1,31.33,53.98,14.2,901.3,73.5,4.7,168
29.09.2015,08:30,45,0,45,1,21.49,66.65,14.3,900.7,73.9,3.7,142
29.09.2015,09:30,22,0,22,1,10.75,77.52,14.2,900.7,75.2,1.9,72
29.09.2015,10:30,2,0,2,2,0.08,87.50,14.1,900.7,76.2,2.5,93
29.09.2015,11:30,0,0,0,0,-11.87,97.41,13.9,901.0,76.0,4.4,162
29.09.2015,12:30,0,0,0,0,-23.02,108.07,13.7,902.1,75.5,4.6,172
29.09.2015,13:30,0,0,0,0,-33.35,120.45,13.8,902.6,75.3,4.5,175
29.09.2015,14:30,0,0,0,0,-42.26,135.79,13.8,902.1,75.5,3.4,174
29.09.2015,15:30,0,0,0,0,-48.69,155.18,13.8,901.8,76.0,1.9,174
29.09.2015,16:30,0,0,0,0,-51.31,178.13,13.7,901.7,76.4,3.2,176
29.09.2015,17:30,0,0,0,0,-49.39,-158.60,13.5,901.7,77.4,3.0,173
29.09.2015,18:30,0,0,0,0,-43.47,-138.56,13.2,901.7,79.0,2.8,174
29.09.2015,19:30,0,0,0,0,-34.87,-122.64,13.1,901.3,79.3,3.2,171
29.09.2015,20:30,0,0,0,0,-24.70,-109.87,13.2,900.7,79.0,3.3,177
29.09.2015,21:30,0,0,0,0,-13.70,-99.02,13.1,900.7,78.9,3.1,180
29.09.2015,22:30,0,0,0,2,-2.03,-89.05,13.1,900.9,79.0,2.8,184
29.09.2015,23:30,10,0,10,1,9.02,-79.10,13.3,901.4,79.0,2.5,191
30.09.2015,00:30,70,0,70,1,19.64,-68.12,13.8,901.8,78.3,2.1,206
30.09.2015,01:30,150,1,150,1,29.62,-55.78,14.2,901.3,76.2,1.8,216
30.09.2015,02:30,175,1,174,1,38.09,-40.83,14.8,900.7,74.2,1.7,229
30.09.2015,03:30,140,0,140,1,44.05,-22.56,15.3,900.7,74.2,2.2,266
30.09.2015,04:30,120,0,120,1,46.42,-1.58,15.3,900.7,76.3,4.0,292
30.09.2015,05:30,77,0,77,1,44.64,19.62,14.5,900.7,77.9,6.2,285
30.09.2015,06:30,51,0,51,1,39.14,38.37,12.8,901.7,78.3,9.0,254
30.09.2015,07:30,67,0,67,1,30.97,53.78,10.3,903.6,77.9,11.5,297
30.09.2015,08:30,58,2,57,1,21.16,66.42,8.6,904.6,77.3,10.1,282
30.09.2015,09:30,62,28,57,1,10.43,77.28,8.2,905.7,75.0,9.4,249
30.09.2015,10:30,4,2,4,2,-0.32,87.26,8.0,906.3,68.3,9.2,271
30.09.2015,11:30,0,0,0,0,-12.21,97.17,7.1,907.2,63.4,8.4,282
30.09.2015,12:30,0,0,0,0,-23.34,107.83,6.0,908.8,61.1,7.2,294
30.09.2015,13:30,0,0,0,0,-33.69,120.22,5.7,909.4,62.9,8.6,290
30.09.2015,14:30,0,0,0,0,-42.64,135.61,5.9,909.4,66.3,8.7,302
30.09.2015,15:30,0,0,0,0,-49.08,155.11,5.9,909.5,67.3,7.7,301
30.09.2015,16:30,0,0,0,0,-51.70,178.25,5.4,909.6,68.3,5.3,274
30.09.2015,17:30,0,0,0,0,-49.74,-158.32,4.9,909.7,69.6,5.3,288
30.09.2015,18:30,0,0,0,0,-43.77,-138.19,4.7,909.9,70.2,5.3,266
30.09.2015,19:30,0,0,0,0,-35.11,-122.25,4.5,909.1,71.0,5.6,292
30.09.2015,20:30,0,0,0,0,-24.91,-109.50,4.4,908.5,71.6,5.6,277
30.09.2015,21:30,0,0,0,0,-13.90,-98.66,4.2,908.3,70.9,6.1,265
30.09.2015,22:30,4,8,3,2,-2.23,-88.70,3.9,908.1,69.5,7.0,228
30.09.2015,23:30,101,197,65,1,8.83,-78.75,4.2,908.1,67.4,6.1,242
